Ticker,ISIN Code,Company Name,min_date,max_date
NTAP,US64110D1046,NetApp Inc,1999-06-30,2020-06-30
NTRS,US6658591044,Northern Trust Corp.,1998-03-31,2020-06-30
NUE,US6703461052,Nucor Corp.,1985-06-30,2020-06-30
NVDA,US67066G1040,Nvidia Corp.,2001-12-31,2020-06-30
NVLS (Nove),US6700081010,Novellus Systems Inc,2000-06-30,2012-03-31
NVR,US62944T1051,NVR Inc,2019-09-30,2020-06-30
NWL,US6512291062,Newell Brands Inc,1989-06-30,2020-06-30
NWS,US65249B2088,News Corp Class B,2015-09-30,2020-06-30
NWSA,US65249B1098,News Corp Class A,2013-09-30,2020-06-30
NXTL,US65332V1035,Nextel Communications Inc,1998-06-30,2005-06-30
NYN,US6707681002,Nynex Corp.,1983-12-31,1997-06-30
NYT,US6501111073,New York Times Co,1984-12-31,2010-09-30
NYX,US6294911010,NYSE Euronext Inc,2007-12-31,2013-09-30
O,US7561091049,Realty Income Corp,2015-06-30,2020-06-30
OAT,US7474021059,Quaker Oats Co,1970-03-31,2001-06-30
OC,US6907421019,Owens Corning,1970-03-31,2000-09-30
ODFL,US6795801009,Old Dominion Freight Line Inc,2019-12-31,2020-06-30
ODP,US6762201068,Office Depot Inc.,1999-06-30,2010-09-30
OI,US6907684038,Owens-Illinois Inc.,1970-03-31,2016-11-30
OK,US6798331038,Old Kent Financial Corp,1999-12-31,2001-03-31
OKE,US6826801036,ONEOK Inc,1970-03-31,2020-06-30
OM,US6900201020,Outboard Marine Corp.,1973-03-31,1996-09-30
OMC,US6819191064,Omnicom Group Inc,1997-12-31,2020-06-30
OMX (Old),US67622M1080,OfficeMax Inc (Old),1970-06-30,2008-03-31
ONE,US06423A1034,Bank One Corp.,1988-06-30,2004-06-30
ORCL,US68389X1054,Oracle Corp.,1989-09-30,2020-06-30
ORLY,US67103H1077,O'Reilly Automotive Inc,2009-03-31,2020-06-30
ORX,US68763F1003,Oryx Energy Co.,1988-12-31,1998-12-31
OTIS,US68902V1070,Otis Worldwide Corp,2020-04-30,2020-06-30
OXY,US6745991058,Occidental Petroleum Corp,1982-12-31,2020-06-30
PAC,US6948901045,Pacific Telesis Group,1983-12-31,1997-03-31
PALM,US6966431057,Palm Inc.,2000-09-30,2002-06-30
PAR,US6988841036,PAR Technology Corp,1997-06-30,2006-12-31
PAS,US71343P2002,Pepsiamericas Inc.,1970-03-31,1997-12-31
PAYC,US70432V1026,Paycom Software Inc,2020-01-31,2020-06-30
PAYX,US7043261079,Paychex Inc.,1998-12-31,2020-06-30
PBCT,US7127041058,People's United Financial Inc,2008-12-31,2020-06-30
PBG,US7134091005,Pepsi Bottling Group Inc.,2001-06-30,2009-12-31
PBI,US7244791007,Pitney Bowes Inc,1970-03-31,2017-02-28
PBY,US7132781094,"Pep Boys: Manny, Moe & Jack",1990-09-30,2000-03-31
PCAR,US6937181088,PACCAR Inc.,1980-12-31,2020-06-30
PCG,US69331C1080,PG&E Corp.,1970-03-31,2018-12-31
PCH,US7376301039,PotlatchDeltic Corp,1970-06-30,2001-06-30
PCI,US6992161074,Paramount Communications Inc,1978-12-31,1993-09-30
PCL,US7292511083,Plum Creek Timber Company,2002-03-31,2015-12-31
PCLB,US7414401015,Price Co,1985-09-30,1993-09-30
PCP,US7401891053,Precision Castparts Corp,2007-06-30,2015-12-31
PCS (Sprint),US8520615068,Sprint PCS Group,1998-12-31,2004-03-31
PD,US7172651025,Phelps Dodge Corp,1970-03-31,2006-12-31
PDCO,US7033951036,Patterson Companies,2005-12-31,2018-02-28
PDG,CA7259061017,Placer Dome Inc.,1987-09-30,2002-06-30
PDQ,US7419171084,Prime Hospitality Corp,1986-09-30,1990-06-30
PEAK,US42250P1030,Healthpeak Properties Inc,2008-03-31,2020-06-30
PEG,US7445731067,Public Service Enterprise Group Inc,1970-03-31,2020-06-30
PEL,US6979261038,PanEnergy Corp.,1970-03-31,1997-03-31
PEP,US7134481081,PepsiCo Inc.,1970-03-31,2020-06-30
PET (Old),69423210,Pacific Enterprises,1970-03-31,1998-03-31
PETM,US7167681060,PetSmart Inc,2012-12-31,2014-12-31
PFE,US7170811035,Pfizer Inc.,1970-03-31,2020-06-30
PFG,US74251V1026,Principal Financial Group Inc,2002-09-30,2020-06-30
PG,US7427181091,Procter & Gamble Co,1970-03-31,2020-06-30
PGL,US7110301063,Peoples Energy Corp,1970-03-31,2006-12-31
PGN,US7432631056,Progress Energy Inc.,1989-09-30,2012-06-30
PGR,US7433151039,Progressive Corp.,1997-09-30,2020-06-30
PH,US7010941042,Parker-Hannifin Corp,1985-12-31,2020-06-30
PHA,US71713U1025,Pharmacia Corp.,1970-03-31,2003-03-31
PHB,US7236861016,Pioneer HI Bred International Inc,1993-12-31,1999-09-30
PHL (Phi),US7183201042,Philips Industries Inc,1988-03-31,1990-06-30
PHM,US7458671010,PulteGroup Inc,1984-06-30,2020-06-30
PIN (PSI),US6936320026,PSI Resources Inc,1976-09-30,1994-09-30
PKG,US6951561090,Packaging Corp of America,2017-07-31,2020-06-30
PKI,US7140461093,PerkinElmer Inc,1985-06-30,2020-06-30
PLD,US74340W1036,Prologis,2003-09-30,2020-06-30
PLL,US6964293079,Pall Corp.,1988-03-31,2015-06-30
PM,US7181721090,Philip Morris International Inc,2008-03-31,2020-06-30
PMCS,US69344F1066,PMC-Sierra Inc,2001-09-30,2007-06-30
PMI (Prem),US7404591023,Premark Int'l Inc,1989-06-30,1996-03-31
PN (Pan),US6977571024,Pan Am Corp,1970-03-31,1990-12-31
PNC,US6934751057,PNC Financial Services Group Inc,1988-06-30,2020-06-30
PNR,IE00BLS09M33,Pentair plc,2012-12-31,2020-06-30
PNU,US7169411094,Pharmacia & Upjohn Inc.,1995-12-31,2000-03-31
PNW,US7234841010,Pinnacle West Capital Corp,1999-12-31,2020-06-30
POM,US7132911022,Pepco Holdings Inc.,2007-12-31,2015-12-31
PPG,US6935061076,PPG Industries Inc,1970-03-31,2020-06-30
PPL,US69351T1060,PPL Corp.,1995-12-31,2020-06-30
PPW,US59598X0029,Pacificorp,1989-03-31,1999-09-30
PRD,US7310951055,Polaroid Corp,1970-03-31,2000-09-30
PRGO,IE00BGH1M568,Perrigo Company Plc,2011-12-31,2020-06-30
PRU,US7443201022,Prudential Financial Inc,2002-09-30,2020-06-30
PSA,US74460D1090,Public Storage,2005-09-30,2020-06-30
PSFT,US7127131065,People Soft Inc,1998-12-31,2004-09-30
PSX,US7185461040,Phillips 66,2012-06-30,2020-06-30
PT,US7158251055,Pet Inc,1991-06-30,1994-12-31
PTV,US6952571056,Pactiv Corp,1999-12-31,2010-09-30
PVH,US6936561009,PVH Corp.,2013-03-31,2020-06-30
PVN,US7440611025,Providian Corp.,1976-09-30,1997-03-31
PVN (Fin),US74406A1025,Providian Financial Corp,1997-06-30,2005-09-30
PVT,US7438621044,Provident Companies Inc,1998-09-30,1999-06-30
PWER,US73930R1023,Power-One Inc,2000-12-31,2004-12-31
PWJ,US6956291057,Paine Webber Group Inc,1999-06-30,2000-09-30
PWR,US74762E1029,Quanta Services Inc.,2009-09-30,2020-06-30
PXD,US7237871071,Pioneer Natural Resources Co,2008-09-30,2020-06-30
PYPL,US70450Y1038,PayPal Holdings Inc.,2015-09-30,2020-06-30
PZE,US70931Q1094,PennzEnergy Co.,1983-03-31,1998-09-30
Q (Qwe),US7491211097,Qwest Communications Int'l Inc,2000-09-30,2011-03-31
QCOM,US7475251036,Qualcomm Inc,1999-09-30,2020-06-30
QEP,US74733V1008,QEP Resources Inc,2010-09-30,2015-06-30
QLGC,US7472771010,QLogic Corp.,2000-12-31,2010-12-31
QRVO,US74736K1016,Qorvo Inc,2015-06-30,2020-06-30
QTRN,US7487671007,Quintiles Transnational Corp,1999-12-31,2003-06-30
R,US7835491082,Ryder System Inc,1982-12-31,2017-05-31
RAD,US7677541044,Rite Aid Corp.,1975-12-31,2000-06-30
RAI,US7617131062,Reynolds American Inc.,2002-09-30,2017-06-30
RAL,US7512773026,Ralston Purina Co.,1970-03-31,2001-09-30
RATL,US75409P2020,Rational Software Corp,2002-03-31,2002-12-31
RBD,US7810881091,Rubbermaid Inc.,1986-06-30,1998-12-31
RBK,US7581101000,Reebok Int'l Ltd,1987-03-31,2005-12-31
RCL,LR0008862868,Royal Caribbean Cruises Ltd,2014-12-31,2020-06-30
RD,US7802578044,Royal Dutch Petroleum,1970-03-31,2002-06-30
RDC,GB00B6SLMV12,Rowan Companies plc,1985-03-31,2014-06-30
RE,BMG3223R1088,Everest Re Group Ltd,2017-06-30,2020-06-30
REG,US7588491032,Regency Centers,2017-03-31,2020-06-30
REGN,US75886F1075,Regeneron Pharmaceuticals Inc.,2013-06-30,2020-06-30
REN (Rol),US78648R2031,Safety Kleen Corp,1985-12-31,1995-03-31
RF,US7591EP1005,Regions Financial Corp.,1998-09-30,2020-06-30
RHI,US7703231032,Robert Half Int'l Inc,2000-12-31,2020-06-30
RHT,US7565771026,Red Hat Inc.,2009-09-30,2019-06-30
RIG,CH0048265513,Transocean Ltd,1999-12-31,2017-06-30
RJF,US7547301090,Raymond James Financial Inc,2017-03-31,2020-06-30
RL,US7512121010,Ralph Lauren Corp,2007-03-31,2020-06-30
RLGY,US75605Y1064,Realogy Holdings Corp,2006-09-30,2007-03-31
RLM,US7617631012,Reynolds Metals Co,1970-03-31,2000-03-31
RMD,US7611521078,ResMed Inc.,2017-07-31,2020-06-30
RMG,US12686C1099,Cablevision Systems Corp.,2010-12-31,2016-03-31
RML,US7823521080,Russell Corp.,1984-12-31,2000-09-30
RNB,US7607191043,Republic New York Corp,1995-09-30,1999-12-31
ROH,US7753711073,Rohm & Hass Co,1982-09-30,2009-03-31
ROK,US7739031091,Rockwell Automation Inc.,1970-03-31,2020-06-30
ROL,US7757111049,Rollins Inc,2018-10-31,2020-06-30
ROP,US7766961061,Roper Technologies Inc,1970-03-31,2020-06-30
ROST,US7782961038,Ross Stores Inc,2009-12-31,2020-06-30
RRC,US75281A1097,Range Resources Corp.,2007-12-31,2018-05-31
RRD,US2578672006,RR Donnelley & Sons Co,1984-09-30,2012-09-30
RSG,US7607591002,Republic Services Inc.,2008-12-31,2020-06-30
RSH,US74979E1010,RadioShack Corp.,1973-03-31,2011-06-30
RTN,US7551115071,Raytheon Co. (Old),1970-03-31,2020-03-31
RTX,US75513E1010,Raytheon Technologies Corp,1970-03-31,2020-06-30
RYAN,US7835201093,Ryan's Restaurant,1989-09-30,1996-12-31
RYC,US7546031086,Raychem Corp.,1988-06-30,1999-06-30
RYI,US7837541041,Ryerson Holding Corp,1970-03-31,1998-06-30
S,US85207U1051,Sprint Corp,1972-09-30,2013-06-30
S (Sears),US8123871084,Sears Roebuck & Co,1970-03-31,2004-12-31
SAF,US7864291007,Safeco Corp.,1976-09-30,2008-06-30
SAI,US8669301009,Sunamerica Inc.,1970-06-30,1998-12-31
SANM,US8010561020,Sanmina Corp.,2000-06-30,2007-06-30
SAPE,US8030621085,Sapient Corp.,2000-06-30,2002-03-31
SB (Salomon),US1730730082,Salomon Inc.,1981-06-30,1997-09-30
SBAC,US78410G1040,SBA Comm's Corp,2017-09-30,2020-06-30
SBL,US8715081076,Symbol Technologies Inc,2000-12-31,2006-12-31
SBUX,US8552441094,Starbucks Corp.,2000-06-30,2020-06-30
SCG,US80589M1027,SCANA Corp.,2009-03-31,2018-12-31
SCHW,US8085131055,Charles Schwab Corp.,1997-06-30,2020-06-30
SCI,US8175651046,Service Corp. Int'l,1986-12-31,1999-12-31
SDS,US8673631037,Sungard Data Systems Inc,2002-09-30,2005-06-30
SE,US8475601097,Spectra Energy Corp.,2007-03-31,2017-01-31
SEBL,US8261701028,Siebel Systems Inc.,2000-06-30,2005-12-31
SEE,US81211K1007,Sealed Air Corp.,1998-06-30,2020-06-30
SEG,US8118041032,Seagate Technology (Old),1996-09-30,2000-09-30
SFA,US8086551046,Scientific-Atlanta Inc,1981-03-31,2005-12-31
SFS (Sant),US80218K1051,Santa Fe Snyder Corp.,1990-12-31,1997-06-30
SFX,US8021831032,Santa FE Pac Corp,1983-12-31,1995-06-30
SGI (Old),US8270561025,Silicon Graphics Inc (Old),1995-03-31,2000-03-31
SGP,US8066051017,Schering-Plough Corp.,1970-03-31,2009-09-30
SHLD,US8123501061,Sears Holdings Corp,2005-03-31,2012-06-30
SHN,US8250391005,Shoney's Inc.,1985-03-31,1996-12-31
SHW,US8243481061,Sherwin-Williams Co.,1970-03-31,2020-06-30
SIAL,US8265521018,Sigma-Aldrich Corp.,1994-09-30,2015-09-30
SIG,BMG812761002,Signet Jewelers Ltd,2015-09-30,2018-02-28
SII,US8321101003,Smith Int'l Inc,2006-12-31,2010-06-30
SITC,US82981J1097,SITE Centers Corp,2007-03-31,2008-12-31
SIVB,US78486Q1013,SVB Financial Group,2018-03-31,2020-06-30
SJM,US8326964058,J. M. Smucker Co,2008-12-31,2020-06-30
SK (Old),US7864841058,Safety Kleen Corp (Old),1987-12-31,1998-03-31
SKY,US8308301055,Skyline Champion Corp,1974-06-30,1995-06-30
SLB,AN8068571086,Schlumberger NV,1970-03-31,2020-06-30
SLG,US78440X1019,SL Green Realty,2015-03-31,2020-06-30
SLM,US78442P1066,SLM Corp.,1998-09-30,2014-03-31
SLR,US8341821077,Solectron Corp.,1998-12-31,2007-09-30
SMI,US8517831009,Springs Industries Inc.,1970-03-31,2000-09-30
SMS,US8194861014,Shared Medical Systems Corp,1984-12-31,2000-03-31
SNA,US8330341012,Snap-On Inc.,1982-09-30,2020-06-30
SNC,US8204841030,Shawmut National Corp.,1989-06-30,1995-09-30
SNDK,US80004C1018,SanDisk Corp,2006-06-30,2016-03-31
SNI,US8110651010,Scripps Networks Interactive Inc,2008-09-30,2018-02-28
SNPS,US8716071076,Synopsys Inc,2017-03-31,2020-06-30
SNT,US8354151008,Sonat Inc.,1970-03-31,1999-09-30
SNV,US87161C5013,Synovus Financial Corp.,1997-12-31,2007-12-31
SO,US8425871071,Southern Co.,1970-03-31,2020-06-30
SOTR,US8447301016,SouthTrust Corp,1999-03-31,2004-09-30
SOV,US8459051087,Sovereign Bancorp Inc,2004-09-30,2008-12-31
SOV (Sovran),84610410,Sovran Financial Corp.,1988-12-31,1990-06-30
SPC,US8148231009,Security Pacific Corp,1988-06-30,1992-03-31
SPG,US8288061091,Simon Property Group,2002-06-30,2020-06-30
SPGI,US78409V1044,S&P Global Inc.,1970-03-31,2020-06-30
SPLS,US8550301027,Staples Inc.,1998-12-31,2017-08-31
SPP,US8098771038,Scott Paper Co.,1970-03-31,1995-09-30
SPXC,US7846351044,SPX Corp.,1983-03-31,1995-06-30
SQD,US8522061014,Square D Co,1970-03-31,1991-03-31
SRCL,US8589121081,Stericycle Inc.,2008-12-31,2018-11-30
SRE,US8168511090,Sempra Energy,1998-06-30,2020-06-30
SRR,US8633141002,Stride Rite Corp.,1989-12-31,1997-09-30
SSP,US8110544025,E. W. Scripps Co,2005-12-31,2008-06-30
STE,IE00BFY8C754,STERIS plc,2019-12-31,2020-06-30
STI,US8679141031,SunTrust Banks Inc,1988-06-30,2019-11-30
STJ,US7908491035,St. Jude Medical Inc,1989-12-31,2016-12-31
STO,US8615891095,Stone Container Corp.,1982-12-31,1998-09-30
STR,US7483561020,Questar Corp.,2006-12-31,2010-06-30
STT,US8574771031,State Street Corp.,1997-09-30,2020-06-30
STX,IE00B58JVZ52,Seagate Technology plc,2012-09-30,2020-06-30
STZ,US21036P1084,Constellation Brands Inc,2005-09-30,2020-06-30
SUB,US8660051017,Summit Bancorp,1998-03-31,2000-12-31
SUN (Sun),US86764P1093,Sunoco Inc (Old),1970-03-31,2012-09-30
SUNEQ,US86732Y1091,SunEdison Inc,2007-06-30,2011-09-30
SVU,US8685361037,Supervalu Inc.,1985-03-31,2012-03-31
SWK,US8545021011,Stanley Black & Decker Inc,1982-09-30,2020-06-30
SWKS,US83088M1027,Skyworks Solutions Inc.,2015-03-31,2020-06-30
SWN,US8454671095,Southwestern Energy Co,2008-06-30,2017-03-31
SWY,US7865142084,Safeway Inc.,1998-12-31,2014-12-31
SXCL,US8581222036,Steel Excel Inc,1999-12-31,2001-03-31
SYF,US87165B1035,Synchrony Financial,2015-12-31,2020-06-30
SYK,US8636671013,Stryker Corp.,2000-12-31,2020-06-30
SYN (Syn),PA8716161080,Syntex Corp,1985-09-30,1994-03-31
SYY,US8718291078,Sysco Corp.,1986-12-31,2020-06-30
T,US00206R1023,AT&T Inc.,1983-12-31,2020-06-30
T (Old),US0019575051,AT&T Corp. (Old),1970-03-31,2005-09-30
TA,US8934851028,Transamerica Corp.,1979-03-31,1999-06-30
TAP,US60871R2094,Molson Coors Brewing Co.,1976-09-30,2020-06-30
TAP.B,US89420G1094,Travelers Property Casualty,2002-09-30,2004-03-31
TCOMA,US87924V1017,Tele Communications Inc,1985-09-30,1998-12-31
TDC,US88076W1036,Teradata Corp.,2007-12-31,2017-05-31
TDG,US8936411003,TransDigm Group,2016-06-30,2020-06-30
TDM,US8753701080,Tandem Computers Inc.,1984-03-31,1997-06-30
TDY,US8793601050,Teledyne Technologies Inc,2020-06-30,2020-06-30
TE,US8723751009,TECO Energy Inc,2001-12-31,2016-06-30
TEG,US45822P1057,Integrys Energy Group,2007-03-31,2015-06-30
TEK,US8791311009,Tektronix Inc.,1970-03-31,2007-09-30
TEL,CH0102993182,TE Connectivity Ltd,2007-09-30,2020-06-30
TEN,US8803491054,Tenneco Inc.,1978-12-31,1999-09-30
TER,US8807701029,Teradyne Inc,1999-12-31,2013-09-30
TEX,US8807791038,Terex Corp.,2006-12-31,2008-09-30
TFC,US89832Q1094,Truist Financial Corp,1997-12-31,2020-06-30
TFX,US8793691069,Teleflex Inc,2019-01-31,2020-06-30
TGNA,US87901J1051,TEGNA Inc,1975-12-31,2017-05-31
TGT,US87612E1064,Target Corp.,1976-12-31,2020-06-30
THC,US88033G4073,Tenet Healthcare Corp.,1979-03-31,2016-03-31
THY,US8937191042,Transitional Hospitals Corp,1987-06-30,1996-09-30
TIC,US8941801081,Travelers Corp,1976-09-30,1993-09-30
TIE,US8883392073,Titanium Metal Corp,2007-12-31,2012-09-30
TIF,US8865471085,Tiffany & Co.,2000-06-30,2020-06-30
TIN,US8798681073,Temple-Inland Inc.,1986-12-31,2007-09-30
TJX,US8725401090,TJX Companies Inc.,1985-09-30,2020-06-30
TKA,US8902781041,Tonka Corp,1975-03-31,1991-03-31
TKR,US8873891043,Timken Co.,1970-03-31,2001-06-30
TLAB,US8796641004,Tellabs Inc.,1995-09-30,2011-09-30
TMC.A,US8873641075,Times Mirror Co Share,1970-03-31,2000-03-31
TMO,US8835561023,Thermo Fisher Scientific Inc,1997-03-31,2020-06-30
TMUS,US8725901040,T-Mobile US Inc,2009-06-30,2020-06-30
TNB,US8843151023,Thomas & Betts Corp,1974-12-31,2004-06-30
TOS,US8914903021,Tosco Corp.,1999-09-30,2001-06-30
TOY,US8923351006,"Toys ""R"" Us, Inc.",1983-09-30,2005-06-30
TPR,US8760301072,Tapestry Inc.,2004-09-30,2020-06-30
TRCO,US8960475031,Tribune Media Co,1986-03-31,2007-09-30
TRIP,US8969452015,TripAdvisor Inc,2011-12-31,2019-11-30
TROW,US74144T1088,T. Rowe Price Group Inc,1999-12-31,2020-06-30
TRV,US89417E1091,Travelers Companies Inc,1976-09-30,2020-06-30
TRW (TRW),US8726491082,TRW Inc.,1970-03-31,2002-09-30
TSCO,US8923561067,Tractor Supply Co.,2014-03-31,2020-06-30
TSG,US7859051002,Sabre Holdings Corp,2000-03-31,2007-03-31
TSN,US9024941034,Tyson Foods Inc,2005-09-30,2020-06-30
TSS,US8919061098,Total System Services Inc,2008-03-31,2019-08-31
TT,IE00BK9ZQ967,Trane Technologies plc,1970-03-31,2020-06-30
TT (Tra),US8928931083,Trane Inc.,2002-06-30,2008-03-31
TTWO,US8740541094,Take-Two Interactive Software Inc.,2018-03-31,2020-06-30
TUP,US8998961044,Tupperware Brands Corp,1996-06-30,2003-12-31
TWC,US88732J2078,Time Warner Cable Inc.,2009-03-31,2016-03-31
TWTR,US90184L1026,Twitter Inc,2018-06-30,2020-06-30
TWX,US8873173038,Time Warner Inc.,1999-03-31,2018-05-31
TWX (Old),US8873151091,Time Warner Inc. (Old),1970-03-31,2000-12-31
TX,US8816941038,Texaco Inc.,1970-03-31,2001-09-30
TXN,US8825081040,Texas Instruments Inc,1970-03-31,2020-06-30
TXT,US8832031012,Textron Inc.,1970-03-31,2020-06-30
TXU,US8731681081,TXU Corp.,1970-03-31,2007-09-30
TXU (Gas),US8731701046,TXU Gas Co.,1970-03-31,1997-06-30
TYL,US9022521051,Tyler Technologies Inc,2020-06-30,2020-06-30
U,US9119051079,US Airways Group (Old),1986-12-31,2002-03-31
UA,US9043112062,Under Armour Inc Class C,2016-06-30,2020-06-30
UA.A,US9043111072,Under Armour Class A,2014-06-30,2020-06-30
UAL,US9100471096,United Continental Holdings Inc,2015-09-30,2020-06-30
UAL (Old),US9025495006,UAL Corp,1970-03-31,1994-06-30
UCC,US9055301017,Union Camp Corp.,1970-03-31,1999-03-31
UCL,US9152891027,Unocal Co,1970-03-31,2005-06-30
UCM,US9060421065,Unicom Corp Holding Co,1970-03-31,2000-09-30
UDR,US9026531049,UDR Inc,2016-03-31,2020-06-30
UH,US9119201062,U.S. Home Corp,1974-06-30,1991-03-31
UHS,US9139031002,Universal Health Services Inc,2014-09-30,2020-06-30
UIS,US9092143067,Unisys Corp.,1970-03-31,2008-09-30
UK,US9055811049,Union Carbide Corp Holding Co,1970-03-31,2000-12-31
ULTA,US90384S3031,Ulta Salon Cosmetics & Fragrance Inc,2016-06-30,2020-06-30
UMG,US58440J1043,MediaOne Group Inc.,1995-12-31,2000-03-31
UN,US9047847093,Unilever N.V.,1970-03-31,2002-06-30
UNH,US91324P1021,UnitedHealth Group Inc,1994-09-30,2020-06-30
UNM,US91529Y1064,Unum Group,1994-03-31,2020-06-30
UNP,US9078181081,Union Pacific Corp,1970-03-31,2020-06-30
UPC,US9080681094,Union Planters Corp.,1998-12-31,2004-06-30
UPJ,91530210,Upjohn Co.,1980-06-30,1995-09-30
UPR,US9078341057,Union Pacific Resources Group Inc,1996-12-31,2000-06-30
UPS,US9113121068,United Parcel Service Inc,2002-09-30,2020-06-30
URBN,US9170471026,Urban Outfitters Inc,2010-03-31,2017-02-28
URI,US9113631090,United Rentals Inc,2014-09-30,2020-06-30
USB,US9029733048,U.S. Bancorp,1999-03-31,2020-06-30
USB (FBS),91159610,U.S. Bancorp (First Bank),1995-12-31,2000-12-31
USBC,US9115961040,United States Bancorp (Orig),1990-12-31,1997-06-30
USG,US9032934054,USG Corp,1970-03-31,1991-12-31
USH,US9173181077,USLife Corp.,1982-12-31,1997-03-31
USHC,US9119101072,United States Healthcare Inc,1994-06-30,1996-06-30
USS,US9127071069,United States Surgical Corp,1992-09-30,1998-09-30
UST,US9029111062,UST Inc.,1987-06-30,2008-12-31
USW,US91299X9322,US West Inc.,1983-12-31,2000-06-30
UVN,US9149061023,Univision Comm Inc,2001-03-31,2006-12-31
V,US92826C8394,Visa Inc.,2009-12-31,2020-06-30
VAL,GB00B4VLR192,Valaris plc,2007-03-31,2015-12-31
VAR,US92220P1057,Varian Medical Systems Inc,1970-03-31,2020-06-30
VAT,US92224R6027,Varity Corp.,1970-03-31,1996-06-30
VC,US92839U2069,Visteon Corp.,2000-06-30,2005-12-31
VFC,US9182041080,VF Corp,1979-06-30,2020-06-30
VIAB,US92553P2011,Viacom Inc.,2006-03-31,2019-11-30
VIAC,US92556H2067,ViacomCBS Inc,1994-09-30,2020-06-30
VIAV,US9255501051,VIAVI Solutions Inc,2000-09-30,2013-09-30
VLO,US91913Y1001,Valero Energy Corp,2004-06-30,2020-06-30
VMC,US9291601097,Vulcan Materials Co,1999-09-30,2020-06-30
VNO,US9290421091,Vornado Realty Trust,2005-09-30,2020-06-30
VO,CA8118501060,Seagram Co. Ltd.,1970-03-31,2000-09-30
VRSK,US92345Y1064,Verisk Analytics Inc,2015-12-31,2020-06-30
VRSN,US92343E1029,Verisign Inc.,2006-03-31,2020-06-30
VRTS (Veri),US9234361098,Veritas Software Corp,2000-06-30,2005-06-30
VRTX,US92532F1003,Vertex Pharmaceuticals Inc.,2013-09-30,2020-06-30
VTR,US92276F1003,Ventas Inc.,2009-03-31,2020-06-30
VTSS,US9284973040,Vitesse Semiconductor Corp,2000-12-31,2002-06-30
VZ,US92343V1044,Verizon Communications Inc,1983-12-31,2020-06-30
WAB,US9297401088,Wabtec Corp,2019-02-28,2020-06-30
WAI,US9576741048,Western Atlas Inc.,1994-03-31,1998-06-30
WANG,US9336961068,Wang Laboratories Inc,1980-09-30,1992-06-30
WAT,US9418481035,Waters Corp.,2002-03-31,2020-06-30
WB,US9299031024,Wachovia Corp.,1989-03-31,2008-12-31
WB (Old),US9297711031,Wachovia Corp (Old),1993-12-31,2001-06-30
WBA,US9314271084,Walgreens Boots Alliance Inc,1979-12-31,2020-06-30
WCG,US94946T1060,WellCare Health Plans Inc,2018-09-30,2019-12-31
WCOM,US98157D1063,WorldCom Inc,1996-06-30,2002-03-31
WDC,US9581021055,Western Digital Corp,2009-09-30,2020-06-30
WEC,US92939U1060,WEC Energy Group Inc,2008-12-31,2020-06-30
WELL,US95040Q1040,Welltower Inc,2009-03-31,2020-06-30
WEN,US9505901093,Wendy's International,1982-03-31,2008-06-30
WETT,US9618961075,Wetterau Inc,1989-06-30,1992-09-30
WFC,US9497461015,Wells Fargo & Co,1976-09-30,2020-06-30
WFC (Old),US9497401045,Wells Fargo & Co. (Old),1987-06-30,1998-09-30
WFM,US9668371068,Whole Foods Market Inc,2006-03-31,2017-07-31
WFT,IE00BLNN3691,Weatherford Int'l plc,2005-09-30,2008-12-31
WHR,US9633201069,Whirlpool Corp.,1970-03-31,2020-06-30
WIN,US97382A3095,Windstream Holdings Inc,2006-09-30,2015-03-31
WIN (W-D),US9742801098,Winn-Dixie Stores Inc (Old),1970-03-31,2004-09-30
WLA,US9344881076,Warner Lambert Pharmaceutical Co,1970-03-31,2000-03-31
WLB,US9608781061,Westmoreland Coal Co,1976-12-31,1993-06-30
WLL (Wil),US9691331071,Willamette Industries Inc,1995-09-30,2001-12-31
WLP,US94973H1086,Wellpoint Health Networks Inc,1999-06-30,2004-09-30
WLTW,IE00BDB6Q211,Willis Towers Watson,2016-03-31,2020-06-30
WM,US94106L1098,Waste Management Inc.,1998-09-30,2020-06-30
WMB,US9694571004,Williams Companies Inc,1975-03-31,2020-06-30
WMT,US9311421039,Wal-Mart Stores Inc,1982-09-30,2020-06-30
WMX,US94106K1016,Waste Management Inc. (Old),1981-09-30,1998-06-30
WOR,US9818111026,Worthington Industries Inc,1988-09-30,2004-09-30
WPX,US98212B1035,WPX Energy Inc,2012-03-31,2013-12-31
WRB,US0844231029,W. R. Berkley Corp,2019-12-31,2020-06-30
WRK,US96145D1054,WestRock Co,1970-03-31,2020-06-30
WST,US9553061055,West Pharmaceutical Services Inc,2020-05-31,2020-06-30
WU,US9598021098,Western Union Co.,2006-12-31,2020-06-30
WWY,US9825261053,Wrigley Co.,1970-03-31,2008-09-30
WY,US9621661043,Weyerhaeuser Co,1970-03-31,2020-06-30
WYE,US9830241009,Wyeth Corp.,1970-03-31,2009-09-30
WYND,US98310W1080,Wyndham Destinations Inc,2006-09-30,2018-04-30
WYNN,US9831341071,Wynn Resorts Ltd,2008-12-31,2020-06-30
X,US9129091081,United States Steel Corp,1991-06-30,2014-06-30
X (Old),90337T10,USX Corporation,1970-03-31,1991-03-31
XEC,US1717981013,Cimarex Energy Co,2014-06-30,2020-02-29
XEL,US98389B1008,Xcel Energy Inc.,1970-03-31,2020-06-30
