Ticker,ISIN Code,Company Name,min_date,max_date,figi,cik
ITT (Old),US4509121004,ITT Corporation (Old),1995-12-31,1997-12-31,,
ITW,US4523081093,Illinois Tool Works Inc,1986-03-31,2020-06-30,BBG000BMBNV1,0000049826
IVZ,BMG491BT1088,Invesco Ltd,2008-09-30,2020-06-30,BBG000BY30F2,0000914208
J,US4698141078,Jacobs Engineering Group,2007-12-31,2020-06-30,BBG000BMFK43,0000052988
JAVA,US8668102036,Sun Microsystems,1992-09-30,2009-12-31,BBG002GPZNF7,0000709519
JBHT,US4456581077,J. B. Hunt Transport Services Inc.,2015-09-30,2020-06-30,BBG000BMDQK4,0000728535
JBL,US4663131039,Jabil Circuit Inc,2001-03-31,2014-09-30,BBG000BJNJ80,0000898293
JCI,IE00BY7QL619,Johnson Controls International plc,1989-09-30,2020-06-30,BBG000BVWMZ6,0000833444
JCI (Old),US4783661071,Johnson Controls (Old),1986-06-30,2016-08-31,BBG000BMDVX9,0000833444
JCP,US7081601061,J.C. Penney Co Inc,1970-03-31,2013-09-30,BBG000BMF742,0001166126
JEF,US47233W1099,Jefferies Financial Group Inc,1970-03-31,2019-08-31,BBG000BNHV54,0000096223
JH,US4126931033,John H. Harland Co.,1989-12-31,1998-03-31,BBG002GLX102,
JHF,US41014S1069,John Hancock Financial Services Inc,2001-06-30,2004-03-31,BBG002H2KR19,
JKHY,US4262811015,Jack Henry & Associates Inc,2018-11-30,2020-06-30,BBG000BMHDJ1,0000779152
JNJ,US4781601046,Johnson & Johnson,1973-06-30,2020-06-30,BBG000BMHZY5,0000200406
JNPR,US48203R1041,Juniper Networks Inc,2006-06-30,2020-06-30,BBG000BY35H9,0001043604
JNS,US47102X1054,Janus Capital Group,2000-09-30,2011-09-30,BBG000BYD8J0,0001065865
JNY,US48020T1016,Jones Group,2001-12-31,2008-12-31,BBG000C7X0Q5,0000874016
JOS,US4810883003,Jostens Inc.,1989-09-30,2000-03-31,,
JOY,US4811651086,Joy Global Inc.,2011-03-31,2015-09-30,BBG000K14SG1,0000801898
JP,US4750701082,Jefferson-Pilot Corp.,1976-09-30,2006-03-31,,
JPM,US46625H1005,JPMorgan Chase & Co.,1976-09-30,2020-06-30,BBG000DMBZW1,0000019617
JPM (Old),US6168801008,J. P. Morgan & Co. Inc (Old),1976-09-30,2000-12-31,,
JWN,US6556641008,Nordstrom Inc,1986-09-30,2020-05-31,BBG000G8NDS0,0000072333
JWP,US4702321096,JWP Inc.,1990-09-30,1993-09-30,,
K,US4878361082,Kellogg Co.,1970-03-31,2020-06-30,BBG000BMKH35,0000055067
KATE,US4858651098,Kate Spade & Co,1984-12-31,2008-09-30,BBG000C4WL23,0000352363
KBH,US48666K1097,KB Home,1989-03-31,2009-09-30,BBG000BMLYS0,0000795266
KEY,US4932671088,KeyCorp,1994-03-31,2020-06-30,BBG000BMQS71,0000091576
KEYS,US49338L1035,Keysight Technologies Inc,2018-11-30,2020-06-30,BBG0059FN991,0001601046
KG,US4955821081,King Pharmaceuticals Inc.,2000-12-31,2010-09-30,BBG000CB31X9,0001047699
KHC,US5007541064,Kraft Heinz Co,2012-12-31,2020-06-30,BBG008H7SQZ2,0001637459
KIM,US49446R1095,Kimco Realty,2006-06-30,2020-06-30,BBG000CN3V94,0000879101
KLAC,US4824801009,KLA-Tencor Corp.,1997-09-30,2020-06-30,BBG000BMTSQ7,0000319201
KM,US4825841095,Kmart Corp,1970-03-31,2001-12-31,BBG002GLYLC4,
KMB,US4943681035,Kimberly-Clark Corp,1970-03-31,2020-06-30,BBG000BMW672,0000055785
KMG (Ker),US4923861078,Kerr-McGee Corp.,1984-12-31,2006-06-30,BBG002GLYS84,0001028215
KMI,US49456B1017,Kinder Morgan Inc,2000-12-31,2020-06-30,BBG0019JZ8D6,0001506307
KMX,US1431301027,Carmax Inc.,2010-06-30,2020-06-30,BBG000BLN1T1,0001170010
KO,US1912161007,The Coca Cola Co.,1970-03-31,2020-06-30,BBG000BMX4N8,0000021344
KODK,US2774614067,Eastman Kodak Co.,1970-03-31,2010-09-30,BBG0057GTH88,0000031235
KR,US5010441013,Kroger Co.,1970-03-31,2020-06-30,BBG000BMYBX0,0000056873
KRB,US55262L1008,MBNA Corp.,1992-06-30,2005-12-31,BBG002GPNFC0,0000870517
KRI,US4990401030,Knight-Ridder Inc.,1975-12-31,2006-03-31,BBG002GLYWX7,
KSE,US49337W1009,KeySpan Corp,2000-09-30,2007-06-30,BBG002GXKQZ7,0001062379
KSS,US5002551043,Kohl's Corp.,1998-09-30,2020-06-30,BBG000CS8H44,0000885639
KSU,US4851703029,Kansas City Southern,1970-03-31,2020-06-30,BBG000BMZ937,0000054480
KWP,US4956671071,King World Productions Inc.,1989-03-31,1999-09-30,,
L,US5404241086,Loews Corp.,1995-06-30,2020-06-30,BBG000C45D49,0000060086
LB,US5017971046,L Brands Inc.,1983-09-30,2020-06-30,BBG000BNGW17,0000701985
LCE,US5422904087,Lone Star Industries Inc,1970-03-31,1990-09-30,,
LDG,US5431621011,Longs Drug Stores Inc,1985-12-31,2001-06-30,BBG002GPMST5,
LDOS,US5253271028,Leidos Holdings Inc,2009-12-31,2020-06-30,BBG000C23RG1,0001336920
LEG,US5246601075,Leggett & Platt Inc,1999-12-31,2020-06-30,BBG000BN55D5,0000058492
LEHMQ,US5249081002,Lehman Brothers Holding,1998-03-31,2008-06-30,BBG000BKRK35,0000806085
LEN,US5260571048,Lennar Corp.,2005-12-31,2020-06-30,BBG000BN5KN1,0000920760
LH,US50540R4092,Laboratory Corp of America Holdings,2004-12-31,2020-06-30,BBG000D9DP78,0000920148
LHX,US5024311095,L3Harris Technologies Inc,1980-06-30,2020-06-30,BBG000BLGHH7,0000202058
LI,US50730K5039,Laidlaw Int'l Inc,1995-06-30,1999-09-30,,
LIFE (Tech),US53217V1098,Life Technologies Corp,2008-12-31,2013-12-31,BBG000CKJ0P3,0001073431
LIN,IE00BZ12WP82,Linde plc,1992-09-30,2020-06-30,BBG00GVR98Z5,0001707925
LIT,US5380211061,Litton Industries Inc,1970-03-31,1993-12-31,BBG002GPMM18,0000059880
LKQ,US5018892084,LKQ Corp,2016-06-30,2020-06-30,BBG000PXDRY8,0001065696
LLL,US5024131071,L-3 Comm's Holdings Inc,2004-12-31,2019-06-30,BBG00FGY2Y89,0001056239
LLTC,US5356781063,Linear Technology Corp.,2000-06-30,2017-02-28,BBG000BNB646,0000791907
LLX,US5462681033,Louisiana Land & Exploration Co,1970-03-31,1997-09-30,,
LLY,US5324571083,Eli Lilly and Co.,1970-12-31,2020-06-30,BBG000BNBG44,0000059478
LM,US5249011058,Legg Mason Inc,2006-06-30,2016-11-30,BBG000BNBS02,0000704051
LMT,US5398301094,Lockheed Martin Corp.,1970-03-31,2020-06-30,BBG000C1BXJ8,0000936468
LNC,US5341871094,Lincoln National Corp,1976-09-30,2020-06-30,BBG000BNC5M7,0000059558
LNT,US0188021085,Alliant Energy Corp,2016-07-31,2020-06-30,BBG000DW5V46,0000352541
LO,US5441471019,Lorillard Inc.,2008-06-30,2015-03-31,BBG000BCH065,0001424847
LOR,US5438591027,Loral Corp.,1985-09-30,1996-03-31,,
LOTS,US5457001064,Lotus Development Corp,1986-09-30,1995-06-30,,
LOW,US5486611073,Lowe's Companies Inc,1984-03-31,2020-06-30,BBG000BNDQS4,0000060667
LPX,US5463471053,Louisiana-Pacific Corp.,1974-12-31,2006-09-30,BBG000BNF6X0,0000060519
LRCX,US5128071082,Lam Research Corp,2012-06-30,2020-06-30,BBG000BNFW27,0000707549
LSI (LSI),US5021611026,LSI Corp,1995-12-31,2014-03-31,BBG000BTB4F6,0000944314
LU,US5494631071,Lucent Technology,1996-12-31,2006-09-30,BBG002GW2B00,0001006240
LUB,US5492821013,Luby's Inc,1985-06-30,1996-12-31,BBG000BNHHZ2,0000016099
LUV,US8447411088,Southwest Airlines Co,1994-09-30,2020-06-30,BBG000BNJK47,0000092380
LVLT,US52729N3089,Level 3 Comm's Inc,2014-12-31,2017-09-30,BBG000HZH4N1,0000794323
LVS,US5178341070,Las Vegas Sands Corp,2019-10-31,2020-06-30,BBG000JWDCN2,0001300514
LW,US5132721045,Lamb Weston Holdings Inc,2018-12-31,2020-06-30,BBG00CZN9QJ7,0001679273
LXK,US5297711070,Lexmark International Inc,1999-09-30,2012-09-30,BBG000FKYYT5,0001001288
LYB,NL0009434992,LyondellBasell Industries NV,2012-09-30,2020-06-30,BBG000WCFWH2,0001489393
LYV,US5380341090,Live Nation Entertainment Inc,2019-12-31,2020-06-30,BBG000FQ8195,0001335258
M,US55616P1049,Macy's Inc.,1995-12-31,2020-03-31,BBG000C46L95,0000794367
MA,US57636Q1040,Mastercard Inc.,2008-09-30,2020-06-30,BBG000F20WW2,0001141391
MAA,US59522J1034,Mid-America Apartment Communities,2016-12-31,2020-06-30,BBG000BLMZS8,0000912595
MAC,US5543821012,Macerich,2013-06-30,2019-11-30,BBG000BL9DV8,0000912242
MAI,US5526181004,MA.com Inc,1980-12-31,1995-06-30,,
MAR,US5719032022,Marriott International Inc,1993-12-31,2020-06-30,BBG000BGDJN0,0001048286
MAS,US5745991068,Masco Corp.,1981-06-30,2020-06-30,BBG000BNNM75,0000062996
MAT,US5770811025,Mattel Inc.,1972-09-30,2019-05-31,BBG000BNP6W0,0000063276
MAY,US5777781031,May Dept Stores,1970-03-31,2005-06-30,BBG002GPNCT9,
MBI,US55262C1009,MBIA Inc,1996-12-31,2009-09-30,BBG000BNQQ00,0000814585
MCA,US5526531075,MCA Inc,1970-03-31,1990-09-30,,
MCAWA,US5794681099,McCaw Cellular Comm.,1993-09-30,1994-06-30,,
MCD,US5801351017,McDonald's Corp.,1970-06-30,2020-06-30,BBG000BNT1L9,0000063908
MCHP,US5950171042,Microchip Technology Inc,2007-09-30,2020-06-30,BBG000BHD1P5,0000827054
MCIC,US5526731055,MCI Communications Corp,1982-06-30,1998-06-30,,
MCK,US58155Q1031,McKesson Corp.,1988-03-31,2020-06-30,BBG000DYGRD9,0000927653
MCO,US6153691059,Moody's Corp,2000-12-31,2020-06-30,BBG000F86JD3,0001059556
MD (McD),US5801691008,McDonnell Douglas Corp.,1970-03-31,1997-06-30,,
MDLZ,US6092071058,Mondelez International Inc,2007-06-30,2020-06-30,BBG000D4M6H0,0001103982
MDP,US5894331017,Meredith Corp.,1970-03-31,2010-12-31,BBG000BNVR66,0000065011
MDR,PAL1201471A1,McDermott Int'l Inc,1971-09-30,2003-06-30,BBG000BNW1S8,
MDT,IE00BTN1Y115,Medtronic PLC,1986-12-31,2020-06-30,BBG000BNWJ36,0001613103
MEA,US5828341074,Mead Corp.,1970-03-31,2001-12-31,BBG002GPNK66,
MEDI,US5846991025,MedImmune Inc.,2000-06-30,2007-03-31,BBG002GQNW22,0000873591
MEE,US5762061068,Massey Energy Co.,1980-03-31,2011-03-31,BBG000JGQ629,0000037748
MEL,US58551A1088,Mellon Financial Corp,1976-09-30,2007-06-30,BBG002GPNPF5,0000064782
MER,US5901881087,Merrill Lynch & Co,1982-06-30,2008-12-31,BBG002GPNRR8,0000065100
MERQ,US5894051094,Mercury Interactive Corp,2000-06-30,2005-12-31,BBG002GT9NM0,
MET,US59156R1086,MetLife Inc.,2000-12-31,2020-06-30,BBG000BB6MF1,0001099219
MFE,US5790641063,McAfee Inc.,2008-12-31,2010-12-31,BBG000BRYQ93,0000890801
MGI,US60935Y2081,MoneyGram Int'l Inc,1989-09-30,1996-06-30,BBG000Q02ZM6,0001273931
MGM,US5529531015,MGM Resorts International,2017-07-31,2020-06-30,BBG000C2C1W0,0000789570
MHC,US5648091016,Manufacturers Hanover Corp,1976-09-30,1991-12-31,,
MHK,US6081901042,Mohawk Industries Inc,2013-12-31,2020-06-30,BBG000FLZR62,0000851968
MHS,US58405U1025,Medco Health Solution Inc,2003-09-30,2012-03-31,BBG000MRN072,0001170650
MHS (Mar.),57163010,Marriott Corp.,1970-06-30,1993-09-30,,
MI,US5718371033,Marshall & Ilsley Corp,2002-03-31,2011-06-30,BBG000BP23Z4,0001399315
MII,US6193351029,Morton International Inc.,1989-06-30,1999-03-31,,
MIL,US6010731098,Millipore Corp,1988-09-30,2010-06-30,BBG002GPNYM8,0000066479
MIR (M. R.),US60462E1047,Mirage Resorts Inc,1997-09-30,2000-03-31,,
MJN,US5828391061,Mead Johnson Nutrition Co,2009-12-31,2017-05-31,BBG000TWC3W2,0001452575
MKC,US5797802064,McCormick & Company Inc,2003-03-31,2020-06-30,BBG000G6Y8G6,0000063754
MKG,US5612321092,Mallinckrodt Inc. (Old),1975-03-31,2000-09-30,,
MKTX,US57060D1081,MarketAxess Holdings Inc,2019-07-31,2020-06-30,BBG000BJC7J6,0001278021
ML (Mar),US5729001082,Martin Marietta Corp,1970-03-31,1994-12-31,,
MLM,US5732841060,Martin Marietta Materials Inc,2014-09-30,2020-06-30,BBG000BGYPN3,0000916076
MMC,US5717481023,Marsh & McLennan Companies Inc,1987-09-30,2020-06-30,BBG000BP4P74,0000062709
MMI (Mot),US6200971058,Motorola Mobility,2011-03-31,2012-03-31,,
MMM,US88579Y1010,3M Co,1970-03-31,2020-06-30,BBG000BP5522,0000066740
MNK,IE00BBGT3753,Mallinckrodt plc,2014-09-30,2017-06-30,BBG004MY78J7,0001567892
MNR (Man),US5640541042,Manor Care Inc. (Old),1986-06-30,1998-06-30,,
MNST,US61174X1090,Monster Beverage Corp,2012-09-30,2020-06-30,BBG008NVB1Y6,0000865752
MO,US02209S1033,Altria Group Inc.,1970-03-31,2020-06-30,BBG000BP6MW1,0000764180
MOB,US6070591028,Mobil Corp.,1970-03-31,1999-09-30,,
MOLX,US6085541018,Molex Inc.,1999-12-31,2013-09-30,BBG000BP8WH4,0000067472
MON,US61166W1018,Monsanto Co.,2002-09-30,2018-05-31,BBG000BFWMG2,0001110783
MOS,US61945C1036,Mosaic Co,2011-09-30,2020-06-30,BBG000BFXLX4,0001285785
MPC,US56585A1025,Marathon Petroleum Corp,2011-09-30,2020-06-30,BBG001QSXK51,0001510295
MRK,US58933Y1055,Merck & Co Inc,1970-03-31,2020-06-30,BBG000BPD257,0000310158
MRN,US6184471067,Morrison Knudsen Corp.,1990-06-30,1995-09-30,,
MRO,US5658491064,Marathon Oil Corp.,1991-06-30,2020-06-30,BBG000C8H839,0000101778
MS,US6174464486,Morgan Stanley,1995-09-30,2020-06-30,BBG000BLZT71,0000895421
MSCI,US55354G1004,MSCI Inc,2018-04-30,2020-06-30,BBG000RTDZW9,0001408198
MSFT,US5949181045,Microsoft Corp.,1994-06-30,2020-06-30,BBG000BPHFS9,0000789019
MSI,US6200763075,Motorola Solutions Inc.,1970-03-31,2020-06-30,BBG000BP9038,0000068505
MST,US5875331002,Mercantile Stores Inc,1970-03-31,1998-06-30,,
MTB,US55261F1049,M&T Bank Corp.,2004-03-31,2020-06-30,BBG000D9KZ32,0000036270
MTD,US5926881054,Mettler-Toledo Int'l Inc,2016-09-30,2020-06-30,BBG000BZCP64,0001037646
MTG,US5528481030,MGIC Investment Corp,1996-09-30,2008-09-30,BBG000CBMKY5,0000876437
MTL,US5873421060,Mercantile Bancorporation Inc,1998-03-31,1999-06-30,,
MTW,US5635714059,Manitowoc Inc,2007-12-31,2009-06-30,BBG000D2M951,0000061986
MU,US5951121038,Micron Technology Inc,1994-09-30,2020-06-30,BBG000C60FN3,0000723125
MUR,US6267171022,Murphy Oil Corp,2005-09-30,2017-06-30,BBG000BPMLC7,0000717423
MWI,US5832041025,Moore Wallace Inc.,1987-09-30,1999-03-31,,
MWW,US6117421072,Monster Worldwide Inc.,2001-06-30,2011-09-30,BBG000DGZ402,0001020416
MXIM,US57772K1016,Maxim Integrated Products Inc,2000-06-30,2020-06-30,BBG000BPNX12,0000743316
MXS,US5777301046,Maxus Energy Corp,1984-12-31,1994-12-31,,
MYG,US5785921074,Maytag Corp.,1970-03-31,2006-03-31,BBG002GPNDG1,
MYL,NL0011031208,Mylan NV,2004-06-30,2020-06-30,BBG000BPQMX8,0001623613
MZ,US5987093011,Milacron Inc.,1970-03-31,2000-03-31,BBG000F41W93,0000716823
N (Inc),CA4532584022,Inco Ltd.,1970-03-31,2002-06-30,BBG000C4WXH1,
NAE (Nor),US6554190008,NorAm Energy Corp.,1989-03-31,1997-06-30,,
NAV,US63934E1082,Navistar Int'l Corp,1970-03-31,2006-09-30,BBG000BPS5V5,0000808450
NAVI,US63938C1080,Navient Corp,2014-06-30,2018-05-31,BBG006BR91G5,0001593538
NBL,US6550441058,Noble Energy Inc.,2007-12-31,2020-06-30,BBG000BPT1R8,0000072207
NBR,BMG6359F1032,Nabors Industries Ltd,2000-12-31,2014-12-31,BBG000BZTXK3,0001163739
NC,US6295791031,NACCO Industries Inc,1970-03-31,2000-03-31,BBG000BPTW36,0000789933
NCC,US6354051038,National City Corp.,1994-09-30,2008-12-31,BBG002GPPHY0,0000069970
NCE,US64352U1034,New Century Energies Inc,1970-03-31,2000-06-30,BBG002GX31Y2,
NCLH,BMG667211046,Norwegian Cruise Line Holdings Ltd,2017-10-31,2020-06-30,BBG001WVB2M2,0001513761
NCR,US62886E1082,NCR Corp.,1970-03-31,2007-09-30,BBG000BMXM30,0000070866
NDAQ,US6311031081,Nasdaq Inc,2008-12-31,2020-06-30,BBG000F5YBW4,0001120193
NE,GB00BFG3KF26,Noble Corp plc,2001-03-31,2015-06-30,BBG000DTMLC7,0001458891
NEC,US6357711083,National Education Corp,1989-03-31,1994-12-31,,
NEE,US65339F1012,NextEra Energy Inc,1976-09-30,2020-06-30,BBG000BJSF01,0000753308
NEM,US6516391066,Newmont Mining Corp.,1970-03-31,2020-06-30,BBG000BPWYG4,0001164727
NEU,US6515871076,Newmarket Corp,1987-03-31,1993-12-31,BBG000BJ5TW1,0001282637
NFB,US6594241050,North Fork BanCorp,2002-09-30,2006-09-30,BBG002GPPZ61,0000352510
NFLX,US64110L1061,Netflix Inc.,2010-12-31,2020-06-30,BBG000CLD9D1,0001065280
NFX,US6512901082,Newfield Exploration Co.,2010-12-31,2019-01-31,BBG000BK6J68,0000912750
NGH,US62952P1021,Nabisco Group Holding Corp,1998-09-30,2000-09-30,,
NI,US65473P1057,NiSource Inc.,2000-12-31,2020-06-30,BBG000BPZDS4,0001111711
NKE,US6541061031,Nike Inc.,1988-12-31,2020-06-30,BBG000C5HTN7,0000320187
NKTR,US6402681083,Nektar Therapeutics,2018-03-31,2019-09-30,BBG000BHD8K5,0000906709
NL,US6291564077,NL Industries Inc,1970-03-31,1993-12-31,BBG000BQ0687,0000072162
NLC (Nal),US6298531020,Nalco Chemical Co,1990-03-31,1999-06-30,,
NLOK,US6687711084,NortonLifeLock Inc,2003-03-31,2020-06-30,BBG000BH2VV4,0000849399
NLSN,GB00BWFY5505,Nielsen Holdings PLC,2013-09-30,2020-06-30,BBG0088CYQ20,0001492633
NLV,US3701201077,NextLevel Systems Inc,1996-06-30,1999-12-31,,
NMK,US6535201064,Niagara Mohawk Holdings Inc.,1970-03-31,2001-12-31,BBG002GPPVW1,
NOC,US6668071029,Northrop Grumman Corp.,1985-06-30,2020-06-30,BBG000BQ2F03,0001133421
NOV,US6370711011,National Oilwell Varco Inc.,2005-03-31,2020-06-30,BBG000BJXC48,0001021860
NOVL,US6700061053,Novell Inc,1991-12-31,2011-03-31,BBG000BQ3P46,0000758004
NOW,US81762P1021,ServiceNow Inc,2019-11-30,2020-06-30,BBG002VH3DV7,0001373715
NRG,US6293775085,NRG Energy Inc,2010-03-31,2020-06-30,BBG000D8RHJ0,0001013871
NRT,US6686051086,Norton Co,1988-06-30,1990-03-31,,
NSC,US6558441084,Norfolk Southern Corp.,1982-06-30,2020-06-30,BBG000BQ5GM4,0000702165
NSI,US6376572060,National Service Industries Inc,1986-12-31,2001-09-30,BBG002GPPLY1,
NSM (Nat),US6376401039,National Semiconductor,1976-12-31,2011-06-30,BBG000BQ5VM1,0001520566
NT,CA6565685089,Nortel Networks,1980-12-31,2002-06-30,BBG000BQ6S47,0000072911
NTAP,US64110D1046,NetApp Inc,1999-06-30,2020-06-30,BBG000FP3343,0001002047
NTRS,US6658591044,Northern Trust Corp.,1998-03-31,2020-06-30,BBG000BQ7GH8,0000073124
NUE,US6703461052,Nucor Corp.,1985-06-30,2020-06-30,BBG000BQ8MY5,0000073309
NVDA,US67066G1040,Nvidia Corp.,2001-12-31,2020-06-30,BBG000BBK0R0,0001045810
NVLS (Nove),US6700081010,Novellus Systems Inc,2000-06-30,2012-03-31,BBG000BQBHD5,0000836106
NVR,US62944T1051,NVR Inc,2019-09-30,2020-06-30,BBG000BQC1R4,0000906163
NWL,US6512291062,Newell Brands Inc,1989-06-30,2020-06-30,BBG000BQCC63,0000814453
NWS,US65249B2088,News Corp Class B,2015-09-30,2020-06-30,BBG004PLW2S7,0001564708
NWSA,US65249B1098,News Corp Class A,2013-09-30,2020-06-30,BBG004PLVW57,0001564708
NXTL,US65332V1035,Nextel Communications Inc,1998-06-30,2005-06-30,BBG002GQ4RZ8,
NYN,US6707681002,Nynex Corp.,1983-12-31,1997-06-30,,
NYT,US6501111073,New York Times Co,1984-12-31,2010-09-30,BBG000FFD4B4,0000071691
NYX,US6294911010,NYSE Euronext Inc,2007-12-31,2013-09-30,BBG000BGFNG7,0001368007
O,US7561091049,Realty Income Corp,2015-06-30,2020-06-30,BBG000DHPPZ6,0000726728
OAT,US7474021059,Quaker Oats Co,1970-03-31,2001-06-30,BBG002GPRLY9,0000081371
OC,US6907421019,Owens Corning,1970-03-31,2000-09-30,BBG000M44Y70,0001370946
ODFL,US6795801009,Old Dominion Freight Line Inc,2019-12-31,2020-06-30,BBG000CHV281,0000878927
ODP,US6762201068,Office Depot Inc.,1999-06-30,2010-09-30,BBG000CP0RF4,0000800240
OI,US6907684038,Owens-Illinois Inc.,1970-03-31,2016-11-30,BBG000CNXT23,0000812074
OK,US6798331038,Old Kent Financial Corp,1999-12-31,2001-03-31,BBG002GQS6B4,
OKE,US6826801036,ONEOK Inc,1970-03-31,2020-06-30,BBG000BQHJ81,0001039684
OM,US6900201020,Outboard Marine Corp.,1973-03-31,1996-09-30,,
OMC,US6819191064,Omnicom Group Inc,1997-12-31,2020-06-30,BBG000BS95R5,0000029989
OMX (Old),US67622M1080,OfficeMax Inc (Old),1970-06-30,2008-03-31,BBG002GVQ518,
ONE,US06423A1034,Bank One Corp.,1988-06-30,2004-06-30,BBG002GLP3K5,
ORCL,US68389X1054,Oracle Corp.,1989-09-30,2020-06-30,BBG000BQLY10,0001341439
ORLY,US67103H1077,O'Reilly Automotive Inc,2009-03-31,2020-06-30,BBG000BGZ8C2,0000898173
ORX,US68763F1003,Oryx Energy Co.,1988-12-31,1998-12-31,,
OTIS,US68902V1070,Otis Worldwide Corp,2020-04-30,2020-06-30,BBG00RP60KZ6,0001781335
OXY,US6745991058,Occidental Petroleum Corp,1982-12-31,2020-06-30,BBG000BQQ4P5,0000797468
PAC,US6948901045,Pacific Telesis Group,1983-12-31,1997-03-31,,
PALM,US6966431057,Palm Inc.,2000-09-30,2002-06-30,BBG002GSVGC3,
PAR,US6988841036,PAR Technology Corp,1997-06-30,2006-12-31,BBG000BRPC76,0000708821
PAS,US71343P2002,Pepsiamericas Inc.,1970-03-31,1997-12-31,BBG002GPY7B7,0000948086
PAYC,US70432V1026,Paycom Software Inc,2020-01-31,2020-06-30,BBG0064N1072,0001590955
PAYX,US7043261079,Paychex Inc.,1998-12-31,2020-06-30,BBG000BQT1J5,0000723531
PBCT,US7127041058,People's United Financial Inc,2008-12-31,2020-06-30,BBG000BQTJH8,0001378946
PBG,US7134091005,Pepsi Bottling Group Inc.,2001-06-30,2009-12-31,BBG002GXQZK7,0001076405
PBI,US7244791007,Pitney Bowes Inc,1970-03-31,2017-02-28,BBG000BQTPS2,0000078814
PBY,US7132781094,"Pep Boys: Manny, Moe & Jack",1990-09-30,2000-03-31,BBG000BQVJR4,0000077449
PCAR,US6937181088,PACCAR Inc.,1980-12-31,2020-06-30,BBG000BQW5S2,0000075362
PCG,US69331C1080,PG&E Corp.,1970-03-31,2018-12-31,BBG000BQWSK0,0001004980
PCH,US7376301039,PotlatchDeltic Corp,1970-06-30,2001-06-30,BBG000BQXCV2,0001338749
PCI,US6992161074,Paramount Communications Inc,1978-12-31,1993-09-30,,
PCL,US7292511083,Plum Creek Timber Company,2002-03-31,2015-12-31,BBG000C1J315,0000849213
PCLB,US7414401015,Price Co,1985-09-30,1993-09-30,,
PCP,US7401891053,Precision Castparts Corp,2007-06-30,2015-12-31,BBG000C0MG78,0000079958
PCS (Sprint),US8520615068,Sprint PCS Group,1998-12-31,2004-03-31,,
PD,US7172651025,Phelps Dodge Corp,1970-03-31,2006-12-31,BBG002GPQVF9,0000078066
PDCO,US7033951036,Patterson Companies,2005-12-31,2018-02-28,BBG000BQYC69,0000891024
PDG,CA7259061017,Placer Dome Inc.,1987-09-30,2002-06-30,BBG002GPR1R1,0000819996
PDQ,US7419171084,Prime Hospitality Corp,1986-09-30,1990-06-30,BBG002GPRBF2,
PEAK,US42250P1030,Healthpeak Properties Inc,2008-03-31,2020-06-30,BBG000BKYGV5,0000765880
PEG,US7445731067,Public Service Enterprise Group Inc,1970-03-31,2020-06-30,BBG000BQZP41,0000788784
PEL,US6979261038,PanEnergy Corp.,1970-03-31,1997-03-31,,
PEP,US7134481081,PepsiCo Inc.,1970-03-31,2020-06-30,BBG000DH7LV9,0000077476
PET (Old),69423210,Pacific Enterprises,1970-03-31,1998-03-31,,
PETM,US7167681060,PetSmart Inc,2012-12-31,2014-12-31,BBG000BHCC90,0000863157
PFE,US7170811035,Pfizer Inc.,1970-03-31,2020-06-30,BBG000BR2F10,0000078003
PFG,US74251V1026,Principal Financial Group Inc,2002-09-30,2020-06-30,BBG000NSCRD5,0001126328
PG,US7427181091,Procter & Gamble Co,1970-03-31,2020-06-30,BBG000BR2WS4,0000080424
PGL,US7110301063,Peoples Energy Corp,1970-03-31,2006-12-31,BBG002GPQQQ8,
PGN,US7432631056,Progress Energy Inc.,1989-09-30,2012-06-30,BBG000BJ2B26,0001094093
PGR,US7433151039,Progressive Corp.,1997-09-30,2020-06-30,BBG000BR39M0,0000080661
PH,US7010941042,Parker-Hannifin Corp,1985-12-31,2020-06-30,BBG000BR3N30,0000076334
PHA,US71713U1025,Pharmacia Corp.,1970-03-31,2003-03-31,BBG002GPP317,0000067686
PHB,US7236861016,Pioneer HI Bred International Inc,1993-12-31,1999-09-30,,
PHL (Phi),US7183201042,Philips Industries Inc,1988-03-31,1990-06-30,,
PHM,US7458671010,PulteGroup Inc,1984-06-30,2020-06-30,BBG000BR5699,0000822416
PIN (PSI),US6936320026,PSI Resources Inc,1976-09-30,1994-09-30,,
PKG,US6951561090,Packaging Corp of America,2017-07-31,2020-06-30,BBG000BB8WD9,0000075677
PKI,US7140461093,PerkinElmer Inc,1985-06-30,2020-06-30,BBG000FXX8N1,0000031791
PLD,US74340W1036,Prologis,2003-09-30,2020-06-30,BBG000B9Z339,0001045609
PLL,US6964293079,Pall Corp.,1988-03-31,2015-06-30,BBG000BRB4K4,0000075829
PM,US7181721090,Philip Morris International Inc,2008-03-31,2020-06-30,BBG000J2XPB0,0001413329
PMCS,US69344F1066,PMC-Sierra Inc,2001-09-30,2007-06-30,BBG000BBT750,0000767920
PMI (Prem),US7404591023,Premark Int'l Inc,1989-06-30,1996-03-31,,
PN (Pan),US6977571024,Pan Am Corp,1970-03-31,1990-12-31,,
PNC,US6934751057,PNC Financial Services Group Inc,1988-06-30,2020-06-30,BBG000BRD2F2,0000713676
PNR,IE00BLS09M33,Pentair plc,2012-12-31,2020-06-30,BBG000C223L9,0000077360
PNU,US7169411094,Pharmacia & Upjohn Inc.,1995-12-31,2000-03-31,,
